Brand,Year,Model,UsedOrNew,Transmission,EngineDisplacement(L),DriveType,FuelType,FuelConsumption(L)/100km,Kilometers,CylindersinEngine,BodyType,State
Hyundai,2017,Tucson,USED,Automatic,2.0,Front,Unleaded,7.9,39186,4,SUV,VIC
Volkswagen,2021,Tiguan,USED,Automatic,1.4,Front,Premium,7.7,41777,4,SUV,VIC
Mitsubishi,2019,Triton,USED,Automatic,2.4,4WD,Diesel,7.6,59229,4,Ute / Tray,QLD
Mercedes-Benz,2013,C250,USED,Automatic,2.1,Rear,Diesel,5.1,199730,4,Coupe,QLD
Skoda,2019,Octavia,USED,Automatic,2.0,Front,Premium,6.5,44149,4,Wagon,VIC
Toyota,2021,GR,USED,Manual,1.6,AWD,Premium,7.6,27855,3,Hatchback,VIC
Toyota,2012,Landcruiser,USED,Automatic,3.0,4WD,Diesel,8.5,261000,4,SUV,QLD
Toyota,2019,Kluger,USED,Automatic,3.5,AWD,Unleaded,9.5,57355,6,SUV,VIC
Toyota,2009,Corolla,USED,Manual,1.8,Front,Unleaded,7.4,112255,4,Hatchback,VIC
Kia,2021,Carnival,USED,Automatic,2.2,Front,Diesel,6.5,59158,4,Wagon,VIC
Audi,2018,Q2,USED,Automatic,1.4,Front,Premium,5.3,75278,4,SUV,VIC
Jeep,2014,Grand,USED,Automatic,3.0,4WD,Diesel,7.5,128963,6,SUV,QLD
MG,2020,MG3,USED,Automatic,1.5,Front,Premium,6.7,20173,4,Hatchback,VIC
Ford,2012,Territory,USED,Automatic,2.7,Rear,Diesel,8.2,238740,6,SUV,VIC
Volkswagen,2019,Polo,USED,Automatic,1.0,Front,Premium,4.9,48400,3,Hatchback,QLD
Mazda,2022,CX-5,USED,Automatic,2.5,AWD,Unleaded,8.2,22508,4,SUV,QLD
Toyota,2021,Corolla,USED,Automatic,2.0,Front,Unleaded,6.0,67864,4,Sedan,VIC
Volkswagen,2016,Golf,USED,Automatic,2.0,Front,Premium,6.2,98000,4,Hatchback,QLD
Nissan,2015,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,155373,4,SUV,QLD
Nissan,2021,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,14891,4,SUV,QLD
Nissan,2020,X-Trail,USED,Automatic,2.5,4WD,Unleaded,8.3,30508,4,SUV,VIC
Mitsubishi,2016,ASX,USED,Automatic,2.0,Front,Unleaded,7.4,172724,4,SUV,QLD
Ford,2014,Focus,USED,Automatic,2.0,Front,Unleaded,6.6,121000,4,Hatchback,QLD
Mazda,2008,6,USED,Automatic,2.5,Front,Premium,8.7,166046,4,Sedan,VIC
Nissan,2008,Tiida,USED,Automatic,1.8,Front,Unleaded,7.8,156692,4,Hatchback,VIC
Mazda,2014,6,USED,Automatic,2.2,Front,Diesel,5.4,154200,4,Wagon,VIC
Toyota,2018,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,20345,4,Hatchback,VIC
Toyota,2020,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,23225,4,Hatchback,VIC
Ford,2022,Ranger,USED,Automatic,2.0,4WD,Diesel,7.6,9865,4,Ute / Tray,VIC
Mercedes-Benz,2018,A200,USED,Automatic,1.3,Front,Premium,5.7,18507,4,Hatchback,VIC
Mitsubishi,2018,Triton,USED,Automatic,2.4,4WD,Diesel,7.6,130730,4,Ute / Tray,VIC
Toyota,2021,Camry,USED,Automatic,2.5,Front,Hybrid,4.2,29691,4,Sedan,VIC
Volvo,2019,XC60,USED,Automatic,2.0,AWD,Premium,7.8,32110,4,SUV,QLD
Honda,2008,Civic,USED,Automatic,1.3,Front,Hybrid,4.6,150557,4,Sedan,QLD
Hyundai,2018,Iload,USED,Automatic,2.5,Rear,Diesel,8.8,87000,4,Commercial,VIC
Mercedes-Benz,2020,GLA,USED,Automatic,2.0,AWD,Premium,7.5,35625,4,SUV,QLD
Toyota,2019,RAV4,USED,Automatic,2.0,Front,Unleaded,6.5,97790,4,SUV,VIC
Lexus,2019,LX570,USED,Automatic,5.7,4WD,Premium,14.4,55000,8,SUV,VIC
Kia,2020,Sportage,USED,Automatic,2.0,Front,Unleaded,7.9,36390,4,SUV,VIC
Nissan,2020,Juke,USED,Automatic,1.0,Front,Premium,5.8,4256,3,SUV,VIC
Holden,2016,Colorado,USED,Automatic,2.8,4WD,Diesel,9.1,136255,4,Ute / Tray,VIC
Toyota,2022,Yaris,USED,Automatic,1.5,AWD,Hybrid,4.0,1492,3,SUV,QLD
Toyota,2021,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,36922,4,Hatchback,NSW
Toyota,2015,Landcruiser,USED,Manual,4.5,4WD,Diesel,11.5,115891,8,Ute / Tray,QLD
Holden,2016,Trax,USED,Automatic,1.4,Front,Unleaded,6.9,95402,4,SUV,VIC
Ford,2022,Escape,USED,Automatic,2.0,AWD,Premium,8.6,13060,4,SUV,VIC
Isuzu,2018,D-MAX,USED,Automatic,3.0,4WD,Diesel,7.7,44025,4,Ute / Tray,QLD
Kia,2019,Picanto,USED,Automatic,1.2,Front,Unleaded,5.8,28277,4,Hatchback,QLD
Ford,2006,Fiesta,USED,Automatic,1.6,Front,Premium,7.5,180000,4,Hatchback,VIC
Ford,2019,Ranger,USED,Automatic,3.2,4WD,Diesel,8.9,60125,5,Ute / Tray,VIC
Hyundai,2019,I30,USED,Automatic,2.0,Front,Unleaded,7.4,53706,4,Hatchback,VIC
Hyundai,2012,Santa,USED,Automatic,2.2,AWD,Diesel,7.3,139455,4,SUV,QLD
Kia,2008,RIO,USED,Automatic,1.4,Front,Unleaded,6.7,96500,4,Hatchback,VIC
Mitsubishi,2019,ASX,USED,Automatic,2.0,Front,Unleaded,7.6,16922,4,SUV,QLD
Mercedes-Benz,2015,C200,USED,Automatic,2.0,Rear,Premium,6.0,112600,4,Sedan,QLD
BMW,2016,M235I,USED,Automatic,3.0,Rear,Premium,7.6,124997,6,Coupe,VIC
Mitsubishi,2021,Triton,USED,Automatic,2.4,4WD,Diesel,8.6,33493,4,Ute / Tray,QLD
Mercedes-Benz,2015,GLE450,USED,Automatic,3.0,AWD,Premium,9.4,122231,6,SUV,VIC
Nissan,2013,X-Trail,USED,Automatic,2.5,4WD,Unleaded,9.1,177196,4,SUV,QLD
Toyota,2018,Hilux,USED,Automatic,2.8,Rear,Diesel,8.1,128103,4,Ute / Tray,VIC
Ford,2007,Territory,USED,Automatic,4.0,Rear,Unleaded,12.8,193852,6,SUV,VIC
Holden,2005,Barina,USED,Automatic,1.4,Front,Unleaded,7.5,116981,4,Hatchback,VIC
Mitsubishi,2021,Pajero,USED,Automatic,2.4,4WD,Diesel,8.0,14671,4,SUV,VIC
Toyota,2021,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,17276,4,Hatchback,VIC
Ford,2013,Focus,USED,Automatic,2.0,Front,Unleaded,6.6,150236,4,Hatchback,VIC
Hyundai,2014,I20,USED,Manual,1.4,Front,Unleaded,5.3,92859,4,Hatchback,VIC
Kia,2014,Sportage,USED,Automatic,2.0,Front,Unleaded,8.8,106000,4,SUV,QLD
Suzuki,2014,Swift,USED,Automatic,1.4,Front,Unleaded,6.2,70741,4,Hatchback,VIC
Lexus,2018,NX300H,USED,Automatic,2.5,AWD,Hybrid,5.7,56888,4,SUV,VIC
Audi,2016,Q7,USED,Automatic,3.0,AWD,Diesel,5.9,84412,6,SUV,VIC
Kia,2018,Sorento,USED,Automatic,2.2,AWD,Diesel,7.2,94417,4,SUV,QLD
Toyota,2018,Camry,USED,Automatic,2.5,Front,Hybrid,4.5,66026,4,Sedan,QLD
Mitsubishi,2017,Outlander,USED,Automatic,2.4,AWD,Unleaded,7.5,215650,4,SUV,QLD
Ford,2005,Territory,USED,Automatic,4.0,AWD,Unleaded,12.2,233573,6,SUV,VIC
Hyundai,2021,I20,USED,Manual,1.6,Front,Unleaded,6.9,17400,4,Hatchback,QLD
Ford,2020,Everest,USED,Automatic,2.0,4WD,Diesel,7.0,111825,4,SUV,VIC
Toyota,2022,Corolla,USED,Automatic,2.0,Front,Unleaded,6.0,16777,4,Hatchback,QLD
Kia,2016,Sportage,USED,Automatic,2.0,Front,Unleaded,7.9,138550,4,SUV,QLD
Hyundai,2017,Elantra,USED,Automatic,1.6,Front,Unleaded,7.2,85500,4,Sedan,QLD
Volkswagen,2019,Tiguan,USED,Automatic,2.0,AWD,Premium,8.1,47000,4,SUV,QLD
Nissan,2019,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,111499,4,SUV,QLD
Toyota,2020,Landcruiser,USED,Automatic,2.8,4WD,Diesel,7.9,50901,4,SUV,VIC
Kia,2018,Carnival,USED,Automatic,2.2,Front,Diesel,7.7,183001,4,Wagon,VIC
Renault,2020,Koleos,USED,Automatic,2.5,Front,Unleaded,8.1,50518,4,SUV,VIC
Volkswagen,2017,Golf,USED,Automatic,1.4,Front,Premium,5.2,89679,4,Hatchback,QLD
Hyundai,2015,I30,USED,Manual,2.0,Front,Unleaded,7.3,81064,4,Hatchback,QLD
HSV,2007,Clubsport,USED,Manual,6.0,Rear,Premium,15.2,159770,8,Sedan,QLD
Renault,2021,Koleos,USED,Automatic,2.5,Front,Unleaded,8.1,24059,4,SUV,QLD
Hyundai,2019,I30,USED,Automatic,2.0,Front,Unleaded,7.4,47034,4,Hatchback,VIC
Volkswagen,2021,Tiguan,USED,Automatic,1.4,Front,Premium,7.7,43830,4,SUV,VIC
Porsche,2020,Macan,USED,Automatic,2.0,AWD,Premium,8.9,46520,4,SUV,VIC
Holden,2012,Commodore,USED,Automatic,3.0,Rear,Unleaded,8.9,196876,6,Wagon,QLD
Hyundai,2019,I30,USED,Automatic,2.0,Front,Unleaded,7.4,53381,4,Hatchback,QLD
Mazda,2013,BT-50,USED,Automatic,3.2,4WD,Diesel,9.2,185018,5,Ute / Tray,QLD
Hyundai,2018,Santa,USED,Automatic,2.2,AWD,Diesel,7.8,78125,4,SUV,VIC
Mazda,2023,3,NEW,Automatic,2.5,Front,Unleaded,6.6,25,4,Hatchback,QLD
Hyundai,2019,I30,USED,Automatic,2.0,Front,Unleaded,7.4,56902,4,Hatchback,QLD
Mazda,2018,6,USED,Automatic,2.5,Front,Unleaded,7.0,38808,4,Sedan,QLD
BMW,2015,X5,USED,Automatic,3.0,AWD,Diesel,6.2,129523,6,SUV,VIC
Hyundai,2009,Imax,USED,Automatic,2.4,Rear,Premium,10.6,215000,4,Wagon,QLD
Toyota,2015,HiAce,USED,Automatic,3.0,Rear,Diesel,8.0,141489,4,Commercial,VIC
Holden,2013,Captiva,USED,Automatic,2.4,Front,Unleaded,9.0,211558,4,SUV,VIC
Mazda,2017,CX-9,USED,Automatic,2.5,AWD,Unleaded,8.8,52963,4,SUV,VIC
Holden,2011,Caprice,USED,Automatic,3.6,Rear,Unleaded,10.3,108558,6,Sedan,QLD
Mercedes-Benz,2016,GLA220,USED,Automatic,2.1,Front,Diesel,4.5,50428,4,SUV,QLD
Ford,2009,Falcon,USED,Automatic,4.0,Rear,Unleaded,10.5,129000,6,Sedan,QLD
Holden,2015,Captiva,USED,Automatic,2.2,AWD,Diesel,8.1,144395,4,SUV,VIC
Volkswagen,2018,Tiguan,USED,Automatic,1.4,Front,Premium,6.3,101802,4,SUV,VIC
Audi,2018,S3,USED,Automatic,2.0,AWD,Premium,6.5,100000,4,Sedan,VIC
Kia,2009,Grand,USED,Automatic,2.9,Front,Diesel,8.5,182000,4,Wagon,VIC
Mercedes-Benz,2022,CLA,USED,Automatic,2.0,AWD,Premium,6.7,3182,4,Sedan,VIC
Subaru,2021,Impreza,USED,Automatic,2.0,AWD,Unleaded,6.6,43969,4,Hatchback,VIC
Toyota,2014,Hilux,USED,Automatic,3.0,4WD,Diesel,8.7,357317,4,Ute / Tray,VIC
Volkswagen,2020,Polo,USED,Manual,1.0,Front,Premium,5.6,115290,3,Hatchback,QLD
Toyota,2011,Corolla,USED,Automatic,1.8,Front,Unleaded,7.4,195020,4,Sedan,QLD
Hyundai,2019,Kona,USED,Automatic,1.6,AWD,Unleaded,6.7,74015,4,SUV,VIC
LDV,2021,T60,USED,Automatic,2.8,4WD,Diesel,8.5,13495,4,Ute / Tray,VIC
Mitsubishi,2015,Outlander,USED,Automatic,2.3,AWD,Diesel,5.8,99605,4,SUV,QLD
Volkswagen,2010,Golf,USED,Automatic,2.0,AWD,Premium,8.7,133808,4,Hatchback,VIC
Kia,2018,Sportage,USED,Automatic,2.0,Front,Unleaded,7.9,95816,4,SUV,QLD
Peugeot,2013,308,USED,Automatic,1.6,Front,Premium,7.9,97525,4,Hatchback,QLD
Renault,2021,Koleos,USED,Automatic,2.5,Front,Unleaded,8.1,18456,4,SUV,VIC
Mazda,2019,CX-9,USED,Automatic,2.5,Front,Unleaded,8.4,38750,4,SUV,VIC
Renault,2021,Koleos,USED,Automatic,2.5,4WD,Unleaded,8.3,54962,4,SUV,VIC
Toyota,2022,RAV4,USED,Automatic,2.0,Front,Unleaded,6.0,8052,4,SUV,VIC
Toyota,2019,Kluger,USED,Automatic,3.5,Front,Unleaded,9.3,45095,6,SUV,VIC
Land,2017,Rover,USED,Automatic,2.0,AWD,Diesel,5.3,64125,4,SUV,VIC
Volkswagen,2016,Golf,USED,Automatic,1.4,Front,Premium,5.4,60734,4,Hatchback,QLD
Isuzu,2018,MU-X,USED,Automatic,3.0,Front,Diesel,8.0,127676,4,SUV,QLD
Isuzu,2017,D-MAX,USED,Manual,3.0,4WD,Diesel,7.8,132000,4,Ute / Tray,QLD
Honda,2015,HR-V,USED,Automatic,1.8,Front,Unleaded,6.9,55227,4,SUV,VIC
Lexus,2019,LX570,USED,Automatic,5.7,4WD,Premium,14.4,55274,8,SUV,VIC
BMW,2017,X1,USED,Automatic,2.0,AWD,Premium,6.6,77342,4,SUV,VIC
Renault,2013,Megane,USED,Automatic,1.5,Front,Diesel,4.4,124318,4,Hatchback,QLD
Honda,2018,Jazz,USED,Automatic,1.5,Front,Unleaded,5.8,69965,4,Hatchback,QLD
Mercedes-Benz,2022,GLS,USED,Automatic,3.0,AWD,Hybrid,9.2,10711,6,SUV,VIC
Volkswagen,2015,Scirocco,USED,Manual,2.0,Front,Premium,8.1,106500,4,Hatchback,QLD
Ford,2023,Ranger,USED,Automatic,3.0,4WD,Premium,11.5,434,6,Ute / Tray,QLD
Hyundai,2019,I30,USED,Automatic,2.0,Front,Unleaded,7.4,59528,4,Hatchback,VIC
Isuzu,2017,D-MAX,USED,Automatic,3.0,Rear,Diesel,7.5,114405,4,Ute / Tray,QLD
Renault,2008,Kangoo,USED,Automatic,1.6,Front,Unleaded,8.0,156258,4,Commercial,VIC
Mercedes-Benz,2013,B250,USED,Automatic,2.0,Front,Premium,6.5,104826,4,Hatchback,VIC
Nissan,2012,Navara,USED,Manual,2.5,4WD,Diesel,9.2,178104,4,Ute / Tray,QLD
Toyota,2018,Camry,USED,Automatic,2.5,Front,Unleaded,7.8,77085,4,Sedan,VIC
Hyundai,2019,Tucson,USED,Automatic,1.6,AWD,Unleaded,7.7,80556,4,SUV,VIC
Ford,2019,Ranger,USED,Automatic,3.2,4WD,Diesel,8.9,114005,5,Ute / Tray,VIC
Nissan,2020,X-Trail,USED,Automatic,2.5,Front,Unleaded,8.1,77663,4,SUV,VIC
Nissan,2012,X-Trail,USED,Automatic,2.5,4WD,Unleaded,9.1,175074,4,SUV,QLD
Kia,2021,Cerato,USED,Automatic,1.6,Front,Unleaded,6.8,86127,4,Sedan,VIC
Ford,2014,Focus,USED,Automatic,2.0,Front,Unleaded,6.6,79197,4,Hatchback,VIC
Toyota,2014,Corolla,USED,Automatic,1.8,Front,Unleaded,6.6,70694,4,Sedan,VIC
Hyundai,2022,Venue,USED,Automatic,1.6,Front,Unleaded,7.2,17825,4,SUV,VIC
Mercedes-Benz,2022,EQS53,USED,Automatic,0.0,AWD,Electric,0.0,6753,0,Sedan,VIC
Lexus,2017,NX300H,USED,Automatic,2.5,AWD,Hybrid,5.7,112667,4,SUV,VIC
Ford,2020,Everest,USED,Automatic,2.0,4WD,Diesel,7.0,82122,4,SUV,VIC
Mitsubishi,2019,Pajero,USED,Automatic,2.4,4WD,Diesel,8.0,63815,4,SUV,QLD
Toyota,2017,Corolla,USED,Automatic,1.8,Front,Unleaded,6.1,70916,4,Hatchback,QLD
Mercedes-Benz,2014,GLA200,USED,Automatic,2.1,Front,Diesel,4.6,63372,4,SUV,VIC
Toyota,2018,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,199562,4,Ute / Tray,VIC
Volkswagen,2014,Golf,USED,Automatic,2.0,Front,Premium,6.2,99232,4,Hatchback,QLD
Hyundai,2021,Kona,USED,Automatic,2.0,Front,Premium,9.0,2265,4,SUV,QLD
Kia,2017,Cerato,USED,Automatic,2.0,Front,Unleaded,7.3,49295,4,Sedan,QLD
Mitsubishi,2010,Outlander,USED,Automatic,2.4,4WD,Unleaded,9.3,243359,4,SUV,QLD
Hyundai,2014,Santa,USED,Automatic,2.2,AWD,Diesel,7.3,105180,4,SUV,QLD
Nissan,2017,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,65758,4,SUV,QLD
Toyota,2021,Camry,USED,Automatic,2.5,Front,Hybrid,4.7,30939,4,Sedan,VIC
Hyundai,2022,Tucson,USED,Automatic,2.0,Front,Unleaded,8.1,7864,4,SUV,QLD
Hyundai,2009,Tucson,USED,Manual,2.0,Front,Unleaded,8.0,164632,4,SUV,QLD
Nissan,2019,Navara,USED,Automatic,2.3,4WD,Diesel,7.0,85834,4,Ute / Tray,QLD
Mitsubishi,2015,Outlander,USED,Automatic,2.0,AWD,Hybrid,1.9,136691,4,SUV,QLD
Holden,2015,Captiva,USED,Automatic,2.4,Front,Unleaded,9.0,59261,4,SUV,VIC
Hyundai,2019,Kona,USED,Automatic,2.0,Front,Unleaded,7.2,71257,4,SUV,QLD
Lexus,2019,NX300,USED,Automatic,2.0,Front,Premium,7.7,76629,4,SUV,VIC
Volkswagen,2019,Multivan,USED,Automatic,2.0,Front,Diesel,7.7,150549,4,Wagon,QLD
BMW,2016,M3,USED,Automatic,3.0,Rear,Premium,8.3,79832,6,Sedan,QLD
Volkswagen,2019,Touareg,USED,Automatic,3.0,AWD,Diesel,7.4,92618,6,SUV,VIC
Volkswagen,2018,Golf,USED,Automatic,2.0,Front,Premium,6.7,134500,4,Hatchback,QLD
BMW,2016,X5,USED,Automatic,3.0,AWD,Diesel,6.3,93748,6,SUV,VIC
Volkswagen,2019,Arteon,USED,Automatic,2.0,AWD,Premium,7.5,40065,4,Hatchback,QLD
MG,2021,HS,USED,Automatic,1.5,Front,Unleaded,7.3,26138,4,SUV,VIC
Toyota,2021,Landcruiser,USED,Automatic,2.8,4WD,Diesel,7.9,33761,4,SUV,VIC
Toyota,2020,RAV4,USED,Automatic,2.5,Front,Hybrid,4.7,62032,4,SUV,VIC
Nissan,2020,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,17587,4,SUV,VIC
Lexus,2017,RX450H,USED,Automatic,3.5,AWD,Hybrid,5.7,102649,6,SUV,VIC
Hyundai,2019,I30,USED,Automatic,2.0,Front,Unleaded,7.4,73783,4,Hatchback,QLD
Toyota,2020,C-HR,USED,Automatic,1.8,Front,Hybrid,4.3,26823,4,SUV,VIC
BMW,2015,X3,USED,Automatic,2.0,4WD,Diesel,5.4,173862,4,SUV,VIC
Toyota,2009,RAV4,USED,Automatic,2.4,4WD,Unleaded,9.6,122000,4,SUV,VIC
Ford,2020,Ranger,USED,Automatic,2.0,4WD,Diesel,8.2,80236,4,Ute / Tray,VIC
Toyota,2020,RAV4,USED,Automatic,2.0,Front,Unleaded,6.5,19074,4,SUV,QLD
MG,2021,ZS,USED,Automatic,1.5,Front,Unleaded,7.1,7251,4,SUV,QLD
Mazda,2016,3,USED,Automatic,2.0,Front,Unleaded,5.7,147846,4,Sedan,VIC
Hyundai,2013,I30,USED,Automatic,1.6,Front,Unleaded,6.9,134731,4,Wagon,QLD
Ford,2016,Focus,USED,Automatic,1.5,Front,Unleaded,6.2,191156,4,Hatchback,VIC
Holden,2018,Astra,USED,Automatic,1.6,Front,Premium,6.3,66126,4,Hatchback,QLD
Hyundai,2010,Getz,USED,Automatic,1.6,Front,Unleaded,7.1,142160,4,Hatchback,VIC
Kia,2012,Optima,USED,Automatic,2.4,Front,Unleaded,7.9,149989,4,Sedan,VIC
Hyundai,2022,Venue,USED,Automatic,1.6,Front,Unleaded,7.2,13782,4,SUV,VIC
Toyota,2018,Landcruiser,USED,Automatic,2.8,4WD,Diesel,8.0,98338,4,SUV,VIC
Volkswagen,2023,Amarok,USED,Automatic,3.0,AWD,Diesel,8.4,18,6,Ute / Tray,QLD
Volvo,2016,XC90,USED,Automatic,2.0,AWD,Diesel,6.2,85547,4,SUV,VIC
BMW,2021,X4,USED,Automatic,3.0,AWD,Unleaded,8.7,8254,6,SUV,VIC
Audi,2019,Q8,USED,Automatic,3.0,AWD,Hybrid,9.2,70847,6,SUV,VIC
Honda,2014,Civic,USED,Automatic,2.0,Front,Unleaded,7.5,118440,4,Sedan,QLD
Toyota,2020,Hilux,USED,Automatic,2.8,4WD,Diesel,7.9,37016,4,Ute / Tray,QLD
Nissan,2018,X-Trail,USED,Automatic,2.5,Front,Unleaded,8.1,98322,4,SUV,QLD
Mazda,2017,CX-3,USED,Automatic,2.0,Front,Unleaded,6.1,144200,4,SUV,VIC
Hyundai,2014,I30,USED,Automatic,1.8,Front,Unleaded,7.1,68367,4,Hatchback,QLD
Toyota,2020,Corolla,USED,Automatic,1.8,Front,Hybrid,3.5,60319,4,Sedan,VIC
Toyota,2019,RAV4,USED,Automatic,2.0,Front,Unleaded,6.5,36991,4,SUV,QLD
Nissan,2011,Dualis,USED,Automatic,2.0,Front,Unleaded,8.2,166000,4,SUV,QLD
Subaru,2017,XV,USED,Automatic,2.0,AWD,Unleaded,7.1,121315,4,SUV,QLD
Mazda,2017,BT-50,USED,Manual,2.2,Rear,Diesel,7.6,48872,4,Ute / Tray,QLD
Ford,2020,Ranger,USED,Automatic,2.0,4WD,Diesel,8.2,41544,4,Ute / Tray,VIC
Toyota,2005,RAV4,USED,Manual,2.4,4WD,Unleaded,9.4,205605,4,SUV,VIC
Volkswagen,2012,Passat,USED,Automatic,2.0,Front,Diesel,4.9,106500,4,Wagon,QLD
Land,2018,Rover,USED,Automatic,2.0,AWD,Diesel,5.1,67226,4,SUV,QLD
Nissan,2014,Navara,USED,Manual,2.5,4WD,Diesel,9.2,104692,4,Ute / Tray,QLD
Mazda,2017,CX-9,USED,Automatic,2.5,Front,Unleaded,8.4,72596,4,SUV,VIC
Mazda,2014,2,USED,Automatic,1.5,Front,Unleaded,6.8,118523,4,Hatchback,QLD
Hyundai,2017,I30,USED,Automatic,1.6,Front,Unleaded,7.5,19565,4,Hatchback,VIC
Toyota,2016,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,200825,4,Ute / Tray,VIC
Toyota,2018,RAV4,USED,Automatic,2.0,Front,Unleaded,7.4,90912,4,SUV,VIC
Toyota,2020,Fortuner,USED,Automatic,2.8,4WD,Diesel,7.6,45619,4,SUV,VIC
Volkswagen,2018,Golf,USED,Automatic,2.0,Front,Diesel,5.0,54872,4,Wagon,VIC
Mitsubishi,2012,Lancer,USED,Automatic,2.0,Front,Unleaded,7.3,145800,4,Hatchback,QLD
Toyota,2020,RAV4,USED,Automatic,2.5,AWD,Hybrid,4.8,61435,4,SUV,QLD
Kia,2016,RIO,USED,Automatic,1.4,Front,Unleaded,6.3,93684,4,Hatchback,QLD
Ford,2022,Escape,USED,Automatic,2.0,Front,Premium,8.6,6794,4,SUV,VIC
Toyota,2016,Tarago,USED,Automatic,2.4,Front,Unleaded,8.9,33176,4,Wagon,QLD
Audi,2018,Q5,USED,Automatic,2.0,AWD,Premium,7.3,39299,4,SUV,QLD
Hyundai,2022,Venue,USED,Automatic,1.6,Front,Unleaded,7.2,5045,4,SUV,VIC
BMW,2013,116I,USED,Automatic,1.6,Rear,Premium,5.8,147216,4,Hatchback,QLD
Kia,2021,Picanto,USED,Automatic,1.2,Front,Unleaded,5.8,20325,4,Hatchback,VIC
Kia,2022,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,23999,4,Hatchback,VIC
Jeep,2018,Compass,USED,Automatic,2.4,Front,Unleaded,7.9,17601,4,SUV,VIC
Kia,2021,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,38823,4,Sedan,QLD
BMW,2013,320I,USED,Automatic,2.0,Rear,Premium,6.0,102781,4,Sedan,VIC
Nissan,2021,X-Trail,USED,Automatic,2.5,Front,Unleaded,8.1,32639,4,SUV,VIC
Kia,2022,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,19089,4,Hatchback,VIC
Volkswagen,2017,Tiguan,USED,Automatic,2.0,AWD,Diesel,5.9,95064,4,SUV,QLD
Kia,2020,RIO,USED,Automatic,1.0,Front,Unleaded,5.4,1842,3,Hatchback,QLD
Mazda,2021,6,USED,Automatic,2.5,Front,Unleaded,7.6,10799,4,Sedan,QLD
Hyundai,2023,Kona,NEW,Automatic,2.0,Front,Premium,9.0,15,4,SUV,VIC
Toyota,2019,Hilux,USED,Manual,2.4,Rear,Diesel,7.7,130234,4,Ute / Tray,VIC
Jeep,2014,Compass,USED,Automatic,2.0,Rear,Premium,8.3,163790,4,SUV,VIC
Holden,2015,Cruze,USED,Automatic,1.8,Front,Unleaded,7.4,121211,4,Hatchback,QLD
Toyota,2020,RAV4,USED,Automatic,2.5,Front,Hybrid,4.7,65139,4,SUV,VIC
Mitsubishi,2016,Pajero,USED,Automatic,2.4,4WD,Diesel,8.0,138342,4,SUV,VIC
LDV,2021,T60,USED,Automatic,2.8,4WD,Diesel,8.5,62986,4,Ute / Tray,QLD
Toyota,2019,Corolla,USED,Automatic,1.8,Front,Hybrid,3.5,23930,4,Sedan,VIC
Toyota,1997,Camry,USED,Automatic,2.2,Front,Unleaded,10.5,113704,4,Sedan,VIC
Holden,2012,Captiva,USED,Automatic,2.2,AWD,Diesel,8.3,104724,4,SUV,QLD
Ford,2014,Territory,USED,Automatic,2.7,Rear,Diesel,8.2,159945,6,SUV,VIC
Nissan,2009,X-Trail,USED,Manual,2.0,4WD,Diesel,7.4,215052,4,SUV,VIC
Honda,2016,Civic,USED,Automatic,1.8,Front,Unleaded,6.4,143400,4,Sedan,QLD
Mitsubishi,2019,Eclipse,USED,Automatic,1.5,Front,Unleaded,7.3,48190,4,SUV,QLD
Mitsubishi,2020,ASX,USED,Automatic,2.4,Front,Unleaded,7.9,34039,4,SUV,VIC
Mercedes-Benz,2018,GLS350,USED,Automatic,3.0,AWD,Diesel,7.6,120000,6,SUV,VIC
Volkswagen,2018,Polo,USED,Automatic,1.0,Front,Premium,5.0,103279,3,Hatchback,VIC
Audi,2013,A1,USED,Automatic,1.4,Front,Premium,5.9,45000,4,Hatchback,VIC
Hyundai,2019,Santa,USED,Automatic,2.2,AWD,Diesel,7.5,62352,4,SUV,QLD
Kia,2015,Sorento,USED,Automatic,3.3,Front,Unleaded,9.9,112553,6,SUV,QLD
Audi,2017,Q7,USED,Automatic,3.0,AWD,Diesel,5.8,59555,6,SUV,VIC
MG,2021,HS,USED,Automatic,1.5,Front,Unleaded,7.3,23129,4,SUV,VIC
Toyota,2021,RAV4,USED,Automatic,2.5,Front,Hybrid,4.7,101234,4,SUV,VIC
Mercedes-Benz,2018,X250,USED,Automatic,2.3,4WD,Diesel,7.9,70936,4,Ute / Tray,VIC
BMW,2019,M135I,USED,Automatic,2.0,AWD,Premium,7.5,36131,4,Hatchback,QLD
Mazda,2015,3,USED,Manual,2.5,Front,Unleaded,6.5,64000,4,Sedan,VIC
